,Mkt-RF_prev,RF_prev,SMB_prev_month,HML_prev_month,SMB_prev_year,HML_prev_year,12m_nom_gdp_forecast,12m_ip_growth_forecast,12m_cpi_forecast,12m_real_gdp_forecast_calculated,12m_real_ip_growth_calculated,12m_unemployment_rate,year_of_deficit_pct_gdp,shiller_cape,seasoned_corp_bond_yield_prev_month,ttm_pe_previous_month,sp500_return_prev_month,sp500_return_prev_yr,TS_Slope_Change_prev,TS_Level_Change_prev,Business_Confidence_chg_prev,IP_chg_prev,Spread_chg_prev,Div_yield_chg_prev,12m_nom_gdp_forecast_changerate,12m_ip_growth_forecast_changerate,12m_cpi_forecast_changerate,12m_unemployment_rate_changerate
1,0.2643456442521108,0.032915419914220354,0.09551014393508929,0.7613403744695176,1.1913765726741758,0.4803167758016321,0.11412601134301618,0.033331647138117766,0.19273456108922082,0.015708406275995047,0.07805721263827331,0.14181182264769743,0.1821702384273278,0.07580568362375523,0.42337125337316056,0.48016508138470343,0.3129268520912057,0.045416560396535736,0.2971609182126431,0.07665788280753158,0.2127686697258753,0.24878259603307254,0.6977262128993698,0.01188115912949438,0.40492976734818403,0.16805558304404586,0.166842336079561,0.04635736199074835
2,0.12134142081067645,0.06341718990047034,0.059868543113702904,0.3946605618075693,0.6539076925903186,0.3749840537617021,0.03198068875562484,0.028777594616233044,0.038575090877954285,0.07929262341739951,0.06289337291996498,0.0677372562057945,0.049717466485175034,0.09862237134324216,0.3137288231153666,0.2870255133503497,0.15555106894973839,0.01221798087306704,0.16909766625329406,0.05256159081894978,0.08687560983885921,0.1274350546083204,0.38254115434924874,0.019496548847783443,0.23051127667203145,0.16125253424828967,0.05987488617351603,0.1322038422979698
3,0.4584017120035718,0.016495999529953193,0.29846065875411887,1.3954834310633104,2.690375032029632,0.9397955315403302,0.2921714192523405,0.0404985486714096,0.5200931466381371,0.06958094132211413,0.21470163693106661,0.23691077034866417,0.1059277942097576,0.01918379257291279,0.8986706750679767,1.2146122535235466,0.6241268359092252,0.22596920133924434,0.2908726457347582,0.021124761847144787,0.4446400763221519,1.0617695737804054,1.1046303343650987,0.2860144594836532,0.8027982685742774,0.3687597951328678,0.0020495343330420184,0.535029808051864
4,0.11778552508328971,0.07505376142642717,0.03262657191587375,0.39421954211493104,0.6284283089525287,0.38903660014693425,0.0682074133830608,0.0574417240706067,0.008815062530838464,0.08316270552327705,0.06104837335440761,0.04052104278674227,0.08950226052391894,0.1332341152497418,0.323655861179837,0.3253182708092133,0.1401017354321586,0.07332854354179448,0.14364928513671738,0.02713154149581229,0.10744144914668075,0.10256229103466444,0.4102293684821885,0.03780360190554676,0.2581401081747331,0.14971297922896953,0.11512386080452906,0.12401876987568326
5,0.4237037441154906,0.042367581389113174,0.3036901689881465,1.2080005490494665,1.9996209571141916,0.8487171303784452,0.10154084709646366,0.35987206129933064,0.4867613455068555,0.3343218399214908,0.15479684661062706,0.24339924382971487,0.04071339106814955,0.04513616274666025,0.6846631587231511,1.1920328465855194,0.5537245971156802,0.2169239918223278,0.15952099999128047,0.2678432569740636,0.10792317917907611,0.6366268368429082,1.0899067107169522,0.3580147692015722,0.615545479875373,0.1496306031922694,0.15109270263816496,0.6349712817374688
6,0.08059490099534247,0.1335024483102587,0.0818385132956362,0.4513073429989189,0.5645679176929187,0.3775359268671054,0.07925770768010343,0.17718354148023036,0.09959115990412316,0.21730400844062436,0.09518773485905407,0.11702979428544026,0.0240335816092533,0.0793755900915841,0.34314169490347546,0.3291660327271393,0.1136413626502806,0.07814865693192599,0.027677029863990257,0.21302056934288865,0.06621779441099652,0.10532609032907823,0.29050973852415574,0.004733652316355699,0.17427045742307323,0.10075539526084851,0.14896028293502414,0.22125693744037297
7,0.5653992487453818,0.30462249865204527,0.037745634255095396,1.5030912285425968,2.4930156367626384,0.876880455837076,0.47516171852775974,0.3496337634115445,0.7878346840128968,0.08289218231256204,0.16729428216028924,0.47894110166663906,0.10879225226986847,0.1204615188963942,1.3297284200364425,1.0459167083148215,0.7417067495708505,0.11560047253475342,0.035673970150310166,0.7656692222953327,0.35592512047112906,0.7545870725755179,0.6641788421053461,0.100990697002188,0.5320764681463686,0.19924912695024952,0.04638262281463954,0.46182065604017064
8,0.47155152034230935,0.5472218256617053,0.05897610878090463,1.5862175481210237,2.4263194162816797,0.6961333448702586,0.7567393609508675,0.19874988675441563,0.9396533008193952,0.1706414174452207,0.19673002365979855,0.13599346744124852,0.3231093140301332,0.3102171509523951,1.6353297901464772,0.5021768184051835,0.6862420189235868,0.02435823676030957,0.05159974282452287,0.6713152193919092,0.4299748793699245,0.4378084702230445,0.6692367722284623,0.1455833555337094,0.3890884642213958,0.2542051903831439,0.011548027703676009,0.7971109382293001
9,0.35546540052129116,0.3121414469028929,0.08569855968600533,1.4545961293819738,2.2673290763338714,0.7196144776943588,0.34723264459850983,0.3854617924113625,0.6298540656323541,0.11678832902181131,0.23005759796604067,0.32855079539373766,0.377425684888966,0.36432564368614523,1.1533463365467398,0.45941053852516245,0.561567417604815,0.11364724079378276,0.11171897836296496,0.7590998979101993,0.4195452367942866,0.704248620004631,0.5077308275129956,0.5859490460969096,0.4737093977868615,0.6174242218610471,0.1402312901315003,0.7595411134927451
10,0.24765580413904603,0.14286712712332536,0.15803948276606689,1.1303841521585147,1.8752167627822378,0.5719724795713076,0.1663501805849373,0.4217381188877031,0.4522145847952281,0.2082698134454385,0.2734094878211809,0.09119668382533708,0.011370247362498464,0.06467334989618083,0.8181362534680746,0.3665599676688587,0.41389539899593153,0.016344931671577304,0.02392014454456033,0.5693562429106646,0.27883237222033574,0.15924975101051714,0.1216382667486292,0.48646826128313425,0.5385979322348462,0.13539980840612267,0.7086318392604792,0.3278765769363643
