,Mkt-RF_prev,RF_prev,SMB_prev_month,HML_prev_month,SMB_prev_year,HML_prev_year,12m_nom_gdp_forecast,12m_ip_growth_forecast,12m_cpi_forecast,12m_real_gdp_forecast_calculated,12m_real_ip_growth_calculated,12m_unemployment_rate,year_of_deficit_pct_gdp,shiller_cape,seasoned_corp_bond_yield_prev_month,ttm_pe_previous_month,sp500_return_prev_month,sp500_return_prev_yr,TS_Slope_Change_prev,TS_Level_Change_prev,Business_Confidence_chg_prev,IP_chg_prev,Spread_chg_prev,Div_yield_chg_prev,12m_nom_gdp_forecast_changerate,12m_ip_growth_forecast_changerate,12m_cpi_forecast_changerate,12m_unemployment_rate_changerate
1,0.12161531717734719,0.3082109019662044,0.03702089816424317,0.4723938181082923,0.29661832719932424,0.10836976057659232,0.06979909119553272,0.0945710673434197,0.096221003042854,0.0007983379233266151,0.145527174115826,0.08493109293827025,0.1028440885717136,0.08826821955319582,0.24895771961862923,0.19536580060893524,0.07816428487991518,0.007404517549295552,0.009241764796419001,0.01546257279148253,0.05750115342727884,0.024113211615529803,0.19245683053783738,0.0012727117532578861,0.2858997378902115,0.25837847023964045,0.0478272685777659,0.06851247755905157
2,0.3347564775970106,0.7830891635024825,0.1471272286436143,1.26715046975342,1.5876185982998474,0.19579071212666363,0.193318408807652,0.5468357485359313,0.07841151438812806,0.19838542011907592,0.5486898344877655,0.5154844303124296,0.09687889864156694,0.14473584277964413,0.2977532646741512,0.7689263941773239,0.002973393923948232,0.04810473066776232,0.17893163374852336,0.07586328108544699,0.31417356727618656,0.27172970892003756,0.6345766594863552,0.025224313479536895,0.8360063123504478,0.9202140453825497,0.4974820900933007,0.7379130726853435
3,0.4500300341212727,1.0536434681394105,0.2748834430638428,1.5136156263006166,1.8788544445894573,0.23218773440291912,0.07304062430587686,0.8740614956590633,0.1273403833752138,0.2396093794648753,0.6912173613257051,0.5549154116455388,0.0031703040507503597,0.2855856788294621,0.20793973868853208,0.8442206364079514,0.08241897843199965,0.00888804506068869,0.033570252975860436,0.022617339026397485,0.507344811250404,0.4662388471535405,0.6818431492397987,0.16354977717985353,0.8559646682942786,1.129239264914448,0.8381140429834057,0.9085580369557285
4,0.40938462238645756,1.0030212211743181,0.2874091418271589,1.3717284589249612,1.7573704288627412,0.22362924806641452,0.1731179724584741,0.8808660838730504,0.05265915630647953,0.3118245027348444,0.7146568802526208,0.5502483600692024,0.009054058677802778,0.28843662960778677,0.06764330553546277,0.8805020376567525,0.04002500588957131,0.016619281812319673,0.1775588269142564,0.2763814050483721,0.3782881980812255,0.5096629269682394,0.8298114517393532,0.2780119782894904,0.8903884093136444,1.0634525719069603,0.5772331083194844,1.045071646292773
5,0.18808403106594082,0.36708305915979084,0.03812003207177394,0.4681975118873059,0.22916006388176394,0.19889018149556106,0.10350592134486918,0.055204090793939176,0.08489916344942787,0.24707379361798337,0.08447896606501762,0.016670473379063577,0.02325597156064272,0.023432452782956026,0.25649325832230796,0.21810051941885575,0.12764254372934383,0.030027549963229275,0.07637976905931505,0.06090651350629654,0.20200963471092978,0.12045462070592329,0.18069920506452164,0.03163261975368344,0.3573270418157657,0.35653416201014193,0.0570502834701622,0.2790697299633494
6,0.35575108978605696,0.5862358778516021,0.03452778329143521,0.8249832333825995,0.554557366060931,0.2794069285723636,0.0766224702424187,0.005946585496266434,0.234879543970822,0.3684321672820211,0.1165652225036764,0.008799062252107819,0.1452413224343543,0.08838702627133926,0.4040754928486977,0.4196746429330886,0.21803371153660553,0.06113215540902201,0.1801679013298906,0.2335377991465577,0.33709809013056685,0.31003688086127984,0.38794242122930184,0.04694320263411104,0.6160667775826046,0.6915392589835319,0.2223174697227303,0.4795915694059803
7,0.5510100606818413,1.2402600981861767,0.23894010701873908,1.322416647081456,1.0623575580708349,0.42924077836245395,0.5489699965332907,0.17072532210800645,0.9486903396307552,0.19750322957539257,0.3743786882979447,0.1277116312088322,0.5408018551730087,0.5031031982054638,1.1788763654539025,0.4556873863762617,0.1990653194305455,0.13738323910907732,0.509052487072429,0.36413617226003064,0.7338434680099402,0.5143457100665517,0.4828532664141097,0.24702822381272316,0.8225377415476426,0.6092531284636912,0.4146411569576216,0.6755507237250427
8,0.41808241447082045,1.144384210195868,0.11409979597267564,1.1560141367464147,0.7319023765305517,0.41945486173371094,0.6541528464521722,0.2577603055249881,0.8856626268773835,0.025395514863112416,0.30804464812597376,0.0025067394755016676,0.47638473487021893,0.6195695476464681,1.2201563818044234,0.2671164971952253,0.1346841754333418,0.2833728538839528,0.36502079328648157,0.379693687174618,0.5991770093672505,0.28252423785881303,0.48630274522248085,0.4296927919763826,0.594956617533627,0.5232699170354925,0.14415442821131247,0.5467413648751267
9,0.3952881674104792,0.9757225641290006,0.11396807404410078,0.9521227241047301,0.6033200138778955,0.37979262000134983,0.5445209543450468,0.12103448834903593,0.6695971902834754,0.08998177136102456,0.33506565168879987,0.16527754541051917,0.3826192093419908,0.5741781319091288,1.0281349177153154,0.09270545539756901,0.1680819961891892,0.23955469020283196,0.287198954210533,0.3856267069384283,0.5181684311890588,0.254956614845309,0.2796250088565386,0.8122923839389709,0.5749149315385922,0.4765837243683866,0.0063861027149110785,0.793036602703103
10,0.9291475595488935,1.1905819605525367,0.0381041104791973,0.8335009436217343,0.886637038829472,0.5320823021214947,0.7105390969854131,0.20104735108123808,0.8053021606291173,0.19556989905662875,0.6369677512020302,0.12226142293638613,0.17269022304674356,0.2714316005101604,1.1867892912979647,0.16828818766506778,0.526320360687228,0.7035716390404139,0.5270988511034846,0.38926973820629573,0.6525192389006468,0.15168562302479277,0.0002837457050962489,0.9255202425660569,0.9721818471596766,0.3113321546648565,0.2319574826190555,0.8752303954301334
